,product_name,product_link,ingredient_name
189,ASDA Chocolate Flavoured Milk 1 Litre,https://groceries.asda.com/product/milk-drinks/asda-chocolate-flavoured-milk-1-litre/1000383186678,milk
190,Yazoo Strawberry Flavoured Milk,https://groceries.asda.com/product/milk-drinks/yazoo-strawberry-flavoured-milk/910002181842,milk
191,JUST ESSENTIALS by ASDA 15 Eggs,https://groceries.asda.com/product/caged-eggs/just-essentials-by-asda-15-eggs/22006,milk
192,ASDA Banana Flavoured Milk 1 Litre,https://groceries.asda.com/product/milk-drinks/asda-banana-flavoured-milk-1-litre/1000383186666,milk
193,Carnation Evaporated Milk,https://groceries.asda.com/product/evaporated-condensed-milk/carnation-evaporated-milk/19431,milk
194,ASDA Strawberry Flavoured Milk 1 Litre,https://groceries.asda.com/product/milk-drinks/asda-strawberry-flavoured-milk-1-litre/1000383186649,milk
195,Carnation Evaporated Milk,https://groceries.asda.com/product/evaporated-condensed-milk/carnation-evaporated-milk/19432,milk
196,Starbucks Caramel Macchiato Iced Coffee,https://groceries.asda.com/product/ice-coffee-on-the-go/starbucks-caramel-macchiato-iced-coffee/910000421243,milk
197,KTC Coconut Milk,https://groceries.asda.com/product/soy-sauce-fish-sauce/ktc-coconut-milk/910001456277,milk
198,The BAKERY at ASDA 5 Milk Chocolate Chip Cookies,https://groceries.asda.com/product/cookies-donuts-scones/the-bakery-at-asda-5-milk-chocolate-chip-cookies/25620,milk
199,Yazoo Chocolate Milk Drink,https://groceries.asda.com/product/milk-drinks/yazoo-chocolate-milk-drink/1000383146453,milk
200,Yazoo Strawberry Milk Drink,https://groceries.asda.com/product/milk-drinks/yazoo-strawberry-milk-drink/1000383146380,milk
201,Yazoo Banana Milk Drink,https://groceries.asda.com/product/milk-drinks/yazoo-banana-milk-drink/1000383146280,milk
